Total_loss/train,Epoch_time/train,Safety_loss/train,Descent_loss/train,Performance_loss/train,hji_vi_descent_loss_term/train,regulation_loss_term/train,epoch,step
1.539354920387268,48.06297302246094,0.035660646855831146,1.5036942958831787,0.0,1.5036942958831787,0.035660646855831146,0,162
1.2604014873504639,48.03872299194336,0.016543058678507805,1.2438584566116333,0.0,1.2438584566116333,0.016543058678507805,1,325
1.1684699058532715,47.32624816894531,0.013479083776473999,1.154990792274475,0.0,1.154990792274475,0.013479083776473999,2,488
1.1182634830474854,47.47626876831055,0.011759167537093163,1.1065043210983276,0.0,1.1065043210983276,0.011759167537093163,3,651
1.0853781700134277,47.272945404052734,0.010666639544069767,1.074711561203003,0.0,1.074711561203003,0.010666639544069767,4,814
1.0606495141983032,46.77799987792969,0.010530289262533188,1.0501192808151245,0.0,1.0501192808151245,0.010530289262533188,5,977
1.0408365726470947,47.42753982543945,0.009932439774274826,1.0309041738510132,0.0,1.0309041738510132,0.009932439774274826,6,1140
1.0242387056350708,48.07814025878906,0.0092083178460598,1.0150303840637207,0.0,1.0150303840637207,0.0092083178460598,7,1303
1.0108987092971802,48.240333557128906,0.009301827289164066,1.0015969276428223,0.0,1.0015969276428223,0.009301827289164066,8,1466
0.998620331287384,47.92230224609375,0.008966990746557713,0.9896533489227295,0.0,0.9896533489227295,0.008966990746557713,9,1629
0.988392174243927,47.967262268066406,0.008650194853544235,0.9797419905662537,0.0,0.9797419905662537,0.008650194853544235,10,1792
0.9797436594963074,48.022979736328125,0.008712108246982098,0.9710315465927124,0.0,0.9710315465927124,0.008712108246982098,11,1955
0.9718496799468994,47.64033889770508,0.008770041167736053,0.9630796313285828,0.0,0.9630796313285828,0.008770041167736053,12,2118
0.9642401933670044,48.294166564941406,0.008354965597391129,0.9558852314949036,0.0,0.9558852314949036,0.008354965597391129,13,2281
0.9578746557235718,47.50355911254883,0.008105414919555187,0.9497692584991455,0.0,0.9497692584991455,0.008105414919555187,14,2444
0.9547238349914551,47.03962326049805,0.009255407378077507,0.9454684257507324,0.0,0.9454684257507324,0.009255407378077507,15,2607
0.948227047920227,47.52128601074219,0.008611604571342468,0.9396154284477234,0.0,0.9396154284477234,0.008611604571342468,16,2770
