Total_loss/train,Epoch_time/train,Safety_loss/train,Descent_loss/train,Performance_loss/train,hji_vi_descent_loss_term/train,regulation_loss_term/train,epoch,step
0.8483240008354187,66.50617980957031,0.07925939559936523,0.7690646052360535,0.0,0.7690646052360535,0.07925939559936523,0,162
0.8384201526641846,66.80107116699219,0.07870500534772873,0.7597151398658752,0.0,0.7597151398658752,0.07870500534772873,1,325
0.8320668935775757,66.51126098632812,0.0781906396150589,0.753876268863678,0.0,0.753876268863678,0.0781906396150589,2,488
0.8275656700134277,66.28533172607422,0.07791096717119217,0.7496547102928162,0.0,0.7496547102928162,0.07791096717119217,3,651
0.8235223293304443,66.427978515625,0.07688603550195694,0.7466362714767456,0.0,0.7466362714767456,0.07688603550195694,4,814
0.8208068609237671,65.89559173583984,0.07658261805772781,0.7442242503166199,0.0,0.7442242503166199,0.07658261805772781,5,977
0.818750262260437,66.36349487304688,0.07707758992910385,0.741672694683075,0.0,0.741672694683075,0.07707758992910385,6,1140
0.8148435950279236,66.36785125732422,0.07564467936754227,0.7391989231109619,0.0,0.7391989231109619,0.07564467936754227,7,1303
0.814067006111145,66.70906829833984,0.07582108676433563,0.7382459044456482,0.0,0.7382459044456482,0.07582108676433563,8,1466
0.8074295520782471,66.57672882080078,0.07463495433330536,0.7327945828437805,0.0,0.7327945828437805,0.07463495433330536,9,1629
0.8064782619476318,66.44830322265625,0.07434988021850586,0.732128381729126,0.0,0.732128381729126,0.07434988021850586,10,1792
0.8043039441108704,66.6844482421875,0.07425834238529205,0.7300456166267395,0.0,0.7300456166267395,0.07425834238529205,11,1955
0.8020094037055969,66.4339828491211,0.07431328296661377,0.7276961207389832,0.0,0.7276961207389832,0.07431328296661377,12,2118
0.7999410629272461,66.59489440917969,0.07421596348285675,0.7257251143455505,0.0,0.7257251143455505,0.07421596348285675,13,2281
0.7962712645530701,66.55935668945312,0.07285086065530777,0.7234203815460205,0.0,0.7234203815460205,0.07285086065530777,14,2444
0.793908953666687,66.06534576416016,0.07286566495895386,0.7210432887077332,0.0,0.7210432887077332,0.07286566495895386,15,2607
0.7914549112319946,66.3509292602539,0.07271555066108704,0.7187393307685852,0.0,0.7187393307685852,0.07271555066108704,16,2770
0.7895925045013428,66.27809143066406,0.07263032346963882,0.7169621586799622,0.0,0.7169621586799622,0.07263032346963882,17,2933
0.7878209352493286,66.45835876464844,0.0723065584897995,0.7155143618583679,0.0,0.7155143618583679,0.0723065584897995,18,3096
0.7872183322906494,66.16834259033203,0.07260367274284363,0.7146146893501282,0.0,0.7146146893501282,0.07260367274284363,19,3259
0.7846246957778931,68.58505249023438,0.0721811056137085,0.7124435901641846,0.0,0.7124435901641846,0.0721811056137085,20,3422
0.7809223532676697,70.83263397216797,0.07176481932401657,0.7091575264930725,0.0,0.7091575264930725,0.07176481932401657,21,3585
0.7809492349624634,66.36644744873047,0.07131242752075195,0.7096368074417114,0.0,0.7096368074417114,0.07131242752075195,22,3748
0.7786493897438049,66.50147247314453,0.0713878944516182,0.7072615027427673,0.0,0.7072615027427673,0.0713878944516182,23,3911
0.7769833207130432,66.0831069946289,0.0709998607635498,0.7059834599494934,0.0,0.7059834599494934,0.0709998607635498,24,4074
0.7720392942428589,65.99375915527344,0.0700388252735138,0.7020004987716675,0.0,0.7020004987716675,0.0700388252735138,25,4237
0.7724521160125732,66.07771301269531,0.06966568529605865,0.7027864456176758,0.0,0.7027864456176758,0.06966568529605865,26,4400
0.7708852291107178,65.83270263671875,0.06979209184646606,0.7010931372642517,0.0,0.7010931372642517,0.06979209184646606,27,4563
0.7694822549819946,66.62237548828125,0.06974294036626816,0.6997393369674683,0.0,0.6997393369674683,0.06974294036626816,28,4726
0.768241822719574,66.29646301269531,0.06939427554607391,0.6988475322723389,0.0,0.6988475322723389,0.06939427554607391,29,4889
0.7654074430465698,66.20651245117188,0.06931664794683456,0.696090817451477,0.0,0.696090817451477,0.06931664794683456,30,5052
0.7632598876953125,66.38381958007812,0.06886739283800125,0.6943925023078918,0.0,0.6943925023078918,0.06886739283800125,31,5215
0.761277437210083,66.21975708007812,0.06808515638113022,0.6931923031806946,0.0,0.6931923031806946,0.06808515638113022,32,5378
0.760155200958252,66.77392578125,0.06814120709896088,0.6920139789581299,0.0,0.6920139789581299,0.06814120709896088,33,5541
0.758378267288208,66.77122497558594,0.06768530607223511,0.6906929612159729,0.0,0.6906929612159729,0.06768530607223511,34,5704
0.7565286755561829,66.8988037109375,0.06745215505361557,0.6890765428543091,0.0,0.6890765428543091,0.06745215505361557,35,5867
0.7545025944709778,66.74712371826172,0.06758289039134979,0.6869196891784668,0.0,0.6869196891784668,0.06758289039134979,36,6030
0.7537803053855896,66.1060562133789,0.06750597059726715,0.6862743496894836,0.0,0.6862743496894836,0.06750597059726715,37,6193
0.7508233189582825,66.39479064941406,0.06672902405261993,0.6840943098068237,0.0,0.6840943098068237,0.06672902405261993,38,6356
0.7499743103981018,66.29865264892578,0.06700970977544785,0.6829646229743958,0.0,0.6829646229743958,0.06700970977544785,39,6519
0.7493047118186951,66.59735107421875,0.06683669984340668,0.6824679970741272,0.0,0.6824679970741272,0.06683669984340668,40,6682
0.7483575344085693,66.49592590332031,0.0670028105378151,0.6813547015190125,0.0,0.6813547015190125,0.0670028105378151,41,6845
0.7466902732849121,66.60472869873047,0.06638950854539871,0.680300772190094,0.0,0.680300772190094,0.06638950854539871,42,7008
0.7459344863891602,66.98294067382812,0.06666583567857742,0.6792686581611633,0.0,0.6792686581611633,0.06666583567857742,43,7171
