Total_loss/train,Epoch_time/train,Safety_loss/train,Descent_loss/train,Performance_loss/train,hji_vi_descent_loss_term/train,regulation_loss_term/train,epoch,step
2.557324171066284,93.58697509765625,0.22372479736804962,2.333599328994751,0.0,2.333599328994751,0.22372479736804962,0,162
1.8143316507339478,92.26548767089844,0.16142232716083527,1.652909278869629,0.0,1.652909278869629,0.16142232716083527,1,325
1.6010733842849731,93.24359130859375,0.1390438973903656,1.4620294570922852,0.0,1.4620294570922852,0.1390438973903656,2,488
1.4885088205337524,92.68231201171875,0.12809082865715027,1.3604179620742798,0.0,1.3604179620742798,0.12809082865715027,3,651
1.4153865575790405,91.25597381591797,0.12041792273521423,1.294968605041504,0.0,1.294968605041504,0.12041792273521423,4,814
1.3628368377685547,92.4044189453125,0.11440104246139526,1.2484357357025146,0.0,1.2484357357025146,0.11440104246139526,5,977
1.323169231414795,92.90190887451172,0.10951874405145645,1.2136504650115967,0.0,1.2136504650115967,0.10951874405145645,6,1140
1.2912644147872925,92.71661376953125,0.10528171062469482,1.1859827041625977,0.0,1.1859827041625977,0.10528171062469482,7,1303
1.2650482654571533,92.54991912841797,0.1023460403084755,1.162702202796936,0.0,1.162702202796936,0.1023460403084755,8,1466
1.24311363697052,93.90434265136719,0.09974458813667297,1.1433690786361694,0.0,1.1433690786361694,0.09974458813667297,9,1629
1.2240972518920898,92.97831726074219,0.09742463380098343,1.126672625541687,0.0,1.126672625541687,0.09742463380098343,10,1792
1.2073380947113037,92.7120590209961,0.09511294215917587,1.1122251749038696,0.0,1.1122251749038696,0.09511294215917587,11,1955
1.1929726600646973,92.67166137695312,0.09312115609645844,1.0998514890670776,0.0,1.0998514890670776,0.09312115609645844,12,2118
1.1796259880065918,92.49455261230469,0.09139268100261688,1.0882333517074585,0.0,1.0882333517074585,0.09139268100261688,13,2281
1.167766809463501,92.203857421875,0.08973735570907593,1.0780293941497803,0.0,1.0780293941497803,0.08973735570907593,14,2444
1.1640942096710205,92.29595947265625,0.09061861783266068,1.0734755992889404,0.0,1.0734755992889404,0.09061861783266068,15,2607
1.1526925563812256,92.56685638427734,0.08824744820594788,1.0644451379776,0.0,1.0644451379776,0.08824744820594788,16,2770
1.1428290605545044,92.31346893310547,0.08653514832258224,1.0562939643859863,0.0,1.0562939643859863,0.08653514832258224,17,2933
1.1339530944824219,93.28842163085938,0.08500131219625473,1.0489517450332642,0.0,1.0489517450332642,0.08500131219625473,18,3096
1.1259974241256714,93.6151351928711,0.08354569971561432,1.0424517393112183,0.0,1.0424517393112183,0.08354569971561432,19,3259
1.1185935735702515,92.64684295654297,0.0821804627776146,1.0364130735397339,0.0,1.0364130735397339,0.0821804627776146,20,3422
1.111631989479065,92.62549591064453,0.08106842637062073,1.0305635929107666,0.0,1.0305635929107666,0.08106842637062073,21,3585
1.104827642440796,93.67729187011719,0.07969225198030472,1.0251353979110718,0.0,1.0251353979110718,0.07969225198030472,22,3748
1.0987460613250732,94.13954162597656,0.07871891558170319,1.0200271606445312,0.0,1.0200271606445312,0.07871891558170319,23,3911
1.0931873321533203,92.47368621826172,0.07778865098953247,1.0153987407684326,0.0,1.0153987407684326,0.07778865098953247,24,4074
1.0876272916793823,91.71952056884766,0.07671470195055008,1.010912537574768,0.0,1.010912537574768,0.07671470195055008,25,4237
1.0821962356567383,93.19954681396484,0.0758441612124443,1.0063520669937134,0.0,1.0063520669937134,0.0758441612124443,26,4400
1.0773065090179443,92.27326202392578,0.0749412402510643,1.002365231513977,0.0,1.002365231513977,0.0749412402510643,27,4563
